com_av,libelle_av,com_ap,libelle_ap
59376,Marchiennes-Campagne,59501,Rieulay
61033,Beaulandais,61211,Juvigny Val d'Andaine
65152,Cotdoussan,65348,Ourdis-Cotdoussan
66087,Las Illas,66106,Maureillas-las-Illas
69185,Saint-Christophe,69135,Deux-Grosnes
71260,Loché,71270,Mâcon
73108,Épersy,73010,Entrelacs
75009,Bois-Colombes,92009,Bois-Colombes
78095,Bouray-sur-Juine,91095,Bouray-sur-Juine
78386,Mennecy,91386,Mennecy
78394,Méry-sur-Oise,95394,Méry-sur-Oise
78446,Nesles-la-Vallée,95446,Nesles-la-Vallée
79097,Le Cormenier,79031,Beauvoir-sur-Niort
08423,Sivry-lès-Buzancy,08089,Buzancy
16126,Embourie,16253,Paizay-Naudouin-Embourie
20254,Quenza,2A254,Quenza
20310,Santa-Maria-Figaniella,2A310,Santa-Maria-Figaniella
22303,Saint-Jacut-du-Mené,22046,Le Mené
25144,Chazelot,25505,Rougemont
25165,Cordiron,25101,Burgille
25409,Morchamps,25505,Rougemont
26151,Jansac,26262,Recoubeau-Jansac
28328,Saint-Chéron-des-Champs,28393,Tremblay-les-Villages
31257,Lacasse,31287,Lavernose-Lacasse
39294,Lézat,39368,Hauts de Bienne
39562,Villard-sur-Bienne,39130,Nanchez
42292,Saint-Victor-sur-Loire,42218,Saint-Étienne-sur-Loire
47322,Villeneuve-de-Mézin,47134,Lannes
48189,Servières,48127,Monts-de-Randon
49156,Grugé-l'Hôpital,49248,Ombrée d'Anjou
49313,Saint-Pierre-Montlimart,49218,Montrevault-sur-Èvre
49322,Saint-Sulpice,49029,Blaison-Saint-Sulpice
50343,Montgardon,50236,La Haye
50477,Saint-Germain-des-Vaux,50041,La Hague
52394,Poinson-lès-Fayl,52394,Poinson-lès-Fayl
55294,Liouville,55012,Apremont-la-Forêt
60018,Anserville,60088,Bornel
60696,Voisinlieu,60057,Beauvais
61009,Aubry-en-Exmes,61474,Gouffern en Auge
61337,Préaux-du-Perche,61309,Perche en Nocé
67402,Ringeldorf,67372,Val-de-Moder
68346,Valdieu,68192,Valdieu-Lutran
69195,Saint-Didier-sous-Riverie,69228,Chabanière
71511,Sennecé-lès-Mâcon,71270,Mâcon
76729,Veauville-lès-Baons,76041,Les Hauts-de-Caux
78348,Longuesse,95348,Longuesse
78489,Piscop,95489,Piscop
79245,Saint-Denis,79066,Champdeniers-Saint-Denis
80457,Lahaye-Saint-Romain,80630,Poix-de-Picardie
85041,Cezais,85292,Rives-du-Fougerais
86188,Payré,86082,Valence-en-Poitou
88351,Plombières-les-Bains,88351,Plombières-les-Bains
01182,Groslée,01338,Groslée-Saint-Benoit
05023,Briançon,05023,Briançon
08054,Beaulieu,08319,Neuville-lez-Beaulieu
09337,Villeneuve-du-Bosc,09264,Saint-Jean-de-Verges
14004,Aignerville,14281,Formigny La Bataille
14262,La Ferrière-au-Doyen,14061,Souleuvre en Bocage
14423,Le Mesnil-Patry,14098,Thue et Mue
14472,L'Oudon,14654,Saint-Pierre-en-Auge
14696,Tortisambert,14371,Livarot-Pays-d'Auge
15024,Brageac,15024,Brageac
20035,Belvédère-Campomoro,2A035,Belvédère-Campomoro
20130,Grosseto-Prugna,2A130,Grosseto-Prugna
24363,Saint-Amand-de-Belvès,24035,Pays de Belvès
27297,Grandvilliers,27198,Mesnils-sur-Iton
39087,Certémery,39370,Mouchard
47324,Villeréal,47324,Villeréal
49005,Andigné,49176,Le Lion-d'Angers
52418,Récourt,52332,Le Val-de-Meuse
52533,Villiers-aux-Chênes,52178,Blaiserives
53138,Longuefuye,53104,Gennes-Longuefuye
57688,Vallières-lès-Metz,57463,Metz
62136,Blangermont,62137,Blangerval-Blangermont
64367,Maslacq,64367,Maslacq
67144,Fouday,67144,Fouday
67533,Wilshausen,67530,Wickersheim-Wilshausen
69152,Pierre-Bénite,69149,Oullins-Pierre-Bénite
71288,Massy,71582,La Vineuse sur Fregande
73136,Héry,73303,Ugine
73244,Saint-Jean-de-Belleville,73257,Les Belleville
74277,Thairy,74243,Saint-Julien-en-Genevois
75028,Créteil,94028,Créteil
76704,Tourville-la-Chapelle,76618,Petit-Caux
78175,Corbreuse,91175,Corbreuse
78434,Morsang-sur-Orge,91434,Morsang-sur-Orge
78622,Tremblay-lès-Gonesse,93073,Tremblay-lès-Gonesse
79043,Bouillé-Loretz,79014,Loretz-d'Argenton
79234,Rouvre,79133,Germond-Rouvre
80745,Taisnil,80582,Namps-Maisnil
85057,Charzais,85092,Fontenay-le-Comte
87184,Saint-Symphorien-sur-Couze,87128,Saint-Pardoux-le-Lac
89283,Ouanne,89283,Ouanne
14170,Colomby-sur-Thaon,14014,Colomby-Anguerny
14294,Garcelles-Secqueville,14554,Le Castelet
14315,Grandouet,14126,Cambremer
16149,Genouillac,16192,Terres-de-Haute-Charente
20020,Aregno,2B020,Aregno
20218,Piedicorte-di-Gaggio,2B218,Piedicorte-di-Gaggio
20296,Sant'Antonino,2B296,Sant'Antonino
21443,Mornay,21433,Montigny-Mornay-Villeneuve-sur-Vingeanne
22292,Saint-Gilles-du-Mené,22046,Le Mené
24204,Grèzes,24117,Les Coteaux Périgourdins
27030,Auvergny,27427,Neaufles-sur-Risle
35209,Ossé,35069,Châteaugiron
39181,Crillat,39493,Saint-Maurice-Crillat
43081,Croisances,43245,Thoras
48197,La Villedieu,48127,Monts-de-Randon
50133,Chèvreville,50391,Grandparigny
50516,Saint-Martin-des-Champs,50025,Avranches
52317,Maulain,52332,Le Val-de-Meuse
55259,Jubécourt,55117,Clermont-en-Argonne
57503,Neunkirch-lès-Sarreguemines,57631,Sarreguemines
63078,Chaméane,63448,Le Vernet-Chaméane
68031,Bernwiller,68006,Bernwiller
75033,Fontenay-sous-Bois,94033,Fontenay-sous-Bois
75060,Le Plessis-Robinson,92060,Le Plessis-Robinson
78054,Le Bellay-en-Vexin,95054,Le Bellay-en-Vexin
78338,Limours,91338,Limours
78339,Linas,91339,Linas
78441,Nainville-les-Roches,91441,Nainville-les-Roches
79328,Thorigny-sur-le-Mignon,79334,Val-du-Mignon
85044,Chaix,85009,Auchay-sur-Vendée
86185,Ouzilly-Vignolles,86161,Moncontour
97355,Moyenne-Mana (chef-lieu Mana),97306,Mana
05105,Pomet,05118,Val Buëch-Méouge
08377,Saint-Aignan,08377,Saint-Aignan
09286,Sem,09334,Val-de-Sos
14152,La Chapelle-Engerbold,14174,Condé-en-Normandie
14279,Fontenermont,14658,Noues de Sienne
14295,Garnetot,14654,Saint-Pierre-en-Auge
20005,Alando,2B005,Alando
20088,Chiatra,2B088,Chiatra
20228,Pietrosella,2A228,Pietrosella
20230,Piève,2B230,Piève
22010,Bonen,22266,Rostrenen
24127,Coly,24364,Coly-Saint-Amand
27357,Jouveaux,27415,Morainville-près-Lieurey
29138,Logonna-Quimerch,29302,Pont-de-Buis-lès-Quimerch
31016,Argut-Dessus,31085,Boutx
45071,Changy,45332,Varennes-Changy
48022,Bédouès,48050,Bédouès-Cocurès
49255,Quincé,49050,Brissac-Quincé
49265,Saint-Aubin-de-Luigné,49292,Val-du-Layon
49290,Saint-Jean-des-Mauvrets,49167,Les Garennes sur Loire
49303,Saint-Martin-d'Arcé,49018,Baugé-en-Anjou
50485,Saint-Hilaire-Petitville,50099,Carentan-les-Marais
51540,Soigny,51264,Le Gault-Soigny
53044,Brétignolles-le-Moulin,53118,Le Housseau-Brétignolles
55090,Bussy-la-Côte,55366,Val-d'Ornain
55539,Vaux-la-Petite,55472,Saulvaux
55580,Wavrille,55580,Wavrille
60607,Sauqueuse-Saint-Lucien,60668,Verderel-lès-Sauqueuse
61338,Prépotin,61491,Tourouvre au Perche
61513,Yvrandes,61486,Tinchebray-Bocage
67007,Altenstadt,67544,Wissembourg
67393,Reitwiller,67034,Berstett
69025,Bourg-de-Thizy,69248,Thizy-les-Bourgs
71467,Saint-Pantaléon,71014,Autun
71587,Vitry-lès-Cluny,71582,La Vineuse sur Fregande
75016,Cachan,94016,Cachan
76025,Argueil-Fry,76025,Argueil
76376,Intraville,76618,Petit-Caux
77324,Moutils,77093,La Chapelle-Moutils
78110,Brignancourt,95110,Brignancourt
78136,Champlan,91136,Champlan
78266,Garches,92033,Garches
78419,Montfermeil,93047,Montfermeil
78462,Omerville,95462,Omerville
80394,Guémicourt,80703,Saint-Germain-sur-Bresle
85166,Olonne-sur-Mer,85194,Les Sables-d'Olonne
85183,Puybelliard,85051,Chantonnay
01161,Fitignieu,01036,Valromey-sur-Séran
01417,Thézillieu,01185,Plateau d'Hauteville
04168,Robion,04039,Castellane
07180,Le Pouzat,07204,Saint-Agrève
14052,Beaulieu,14061,Souleuvre en Bocage
14518,Préaux-Saint-Sébastien,14371,Livarot-Pays-d'Auge
20061,Carbini,2A061,Carbini
20179,Novale,2B179,Novale
20194,Ortale,2B194,Ortale
20204,Pastricciola,2A204,Pastricciola
20232,Pila-Canale,2A232,Pila-Canale
23121,Malval,23109,Linard-Malval
27688,Villalet,27693,Sylvains-Lès-Moulins
28295,Ozoir-le-Breuil,28330,Villemaury
39113,Chassal,39339,Chassal-Molinges
48122,Quézac,48146,Gorges du Tarn Causses
48143,Sainte-Colombe-de-Montauroux,48070,Grandrieu
49126,Drain,49069,Orée d'Anjou
49134,Faye-d'Anjou,49345,Bellevigne-en-Layon
49242,Le Plessis-Macé,49200,Longuenée-en-Anjou
50438,La Ronde-Haye,50550,Saint-Sauveur-Villages
50532,Saint-Pair-sur-Mer,50532,Saint-Pair-sur-Mer
52086,Buxières-lès-Froncles,52211,Froncles-Buxières
52368,Ormoy-sur-Aube,52274,Latrecey-Ormoy-sur-Aube
60246,Fosseuse,60088,Bornel
61131,Courménil,61474,Gouffern en Auge
64497,Sainte-Suzanne,64430,Orthez
71197,Flacé-lès-Mâcon,71270,Mâcon
72014,Aulaines,72039,Bonnétable
72384,Vouvray-sur-Loir,72071,Montval-sur-Loir
78099,Boutigny-sur-Essonne,91099,Boutigny-sur-Essonne
78197,Deuil-la-Barre,95197,Deuil-la-Barre
78308,Hérouville,95308,Hérouville
78496,Le Plessis-Trévise,94059,Le Plessis-Trévise
89138,Dicy,89086,Charny Orée de Puisaye
05138,Saint-Disdier,05139,Dévoluy
05150,Sainte-Marie,05024,Valdoule
08474,Villemontry,08311,Mouzon
14151,Champ-du-Boult,14658,Noues de Sienne
14757,Villiers-le-Sec,14200,Creully sur Seulles
20022,Arro,2A022,Arro
20220,Piedigriggio,2B220,Piedigriggio
20256,Rapaggio,2B256,Rapaggio
20259,Rezza,2A259,Rezza
20269,Sari-di-Porto-Vecchio,2A269,Sari-di-Porto-Vecchio
21213,Crimolois,21452,Neuilly-Crimolois
24068,Le Buisson-de-Cadouin,24068,Le Buisson-de-Cadouin
25146,Chazoy,25101,Burgille
27328,Hellenvilliers,27198,Mesnils-sur-Iton
39075,Bréry,39199,Domblans
39135,Chazelles,39378,Les Trois Châteaux
44160,Saint-Géréon,44003,Ancenis-Saint-Géréon
48114,Planchamp,48015,Pied-de-Borne
49133,Faveraye-Mâchelles,49345,Bellevigne-en-Layon
49147,Gée,49021,Beaufort-en-Anjou
49346,Le Thoureil,49261,Gennes-Val-de-Loire
50308,Le Mesnilbus,50550,Saint-Sauveur-Villages
50527,Saint-Nicolas-de-Coutances,50147,Coutances
53244,Saint-Ouën-des-Vallons,53161,Montsûrs
61280,Monceaux-au-Perche,61230,Longny les Villages
61430,Saint-Maurice-sur-Huisne,61050,Cour-Maugis sur Huisne
64235,Garris,64235,Garris
67024,Behlenheim,67495,Truchtersheim
67158,Gingsheim,67539,Wingersheim les Quatre Bans
68220,Moyen-Muespach,68221,Muespach
71211,Géanges,71443,Saint-Loup-Géanges
73046,Bonneval,73187,La Léchère
76674,Sévis,76034,Val-de-Scie
78570,Saint-Michel-sur-Orge,91570,Saint-Michel-sur-Orge
78589,Savigny-sur-Orge,91589,Savigny-sur-Orge
78626,Valenton,94074,Valenton
78664,Ville-d'Avray,92077,Ville-d'Avray
79199,Paizay-le-Tort,79174,Melle
85060,Château-d'Olonne,85194,Les Sables-d'Olonne
01409,Songieu,01187,Haut Valromey
08129,Connage,08115,Chémery-sur-Bar
14067,Berville,14654,Saint-Pierre-en-Auge
15193,Saint-Julien-de-Jordanne,15113,Mandailles-Saint-Julien
16411,Villejésus,16005,Aigre
20032,Bastelicaccia,2A032,Bastelicaccia
20086,Centuri,2B086,Centuri
20261,Rogliano,2B261,Rogliano
20357,Zérubia,2A357,Zérubia
20364,Zuani,2B364,Zuani
24427,Saint-Jean-d'Eyraud,24259,Eyraud-Crempse-Maurens
24578,Vicq,24338,Pressignac-Vicq
37227,Saint-Michel-sur-Loire,37232,Coteaux-sur-Loire
44167,Saint-Jean-de-Corcoué,44156,Corcoué-sur-Logne
49139,Fontaine-Milon,49194,Mazé-Milon
50018,Argouges,50487,Saint-James
50406,Plomb,50535,Le Parc
50418,Quettetot,50082,Bricquebec-en-Cotentin
51332,Lucy,51381,Montmort-Lucy
51653,Vouciennes,51648,Vitry-la-Ville
52124,Chézeaux,52124,Chézeaux
55203,Génicourt-sous-Condé,55123,Les Hauts-de-Chée
56064,Glénac,56061,La Gacilly
59040,Aymeries,59033,Aulnoye-Aymeries
62417,Hautecôte,62631,Nuncq-Hautecôte
64055,Arros-d'Oloron,64064,Asasp-Arros
67316,Nehwiller-près-Wœrth,67388,Reichshoffen
67439,Schaffhouse-sur-Zorn,67202,Hochfelden
70543,Verchamp,70309,Loulans-les-Forges
74166,Marin,74166,Marin
76098,Biville-sur-Mer,76618,Petit-Caux
78026,Asnières-sur-Oise,95026,Asnières-sur-Oise
78671,Villeneuve-sur-Auvers,91671,Villeneuve-sur-Auvers
79287,Sainte-Pezenne,79191,Niort
14539,La Rocque,14726,Valdallière
20114,Figari,2A114,Figari
22204,Ploëzal-Runan,22204,Ploëzal
25076,Bonnevaux-le-Prieuré,25434,Ornans
27093,Bosnormand,27090,Bosroumois
27131,Carsix,27425,Nassandres sur Risle
27265,Francheville,27679,Verneuil d'Avre et d'Iton
27675,Vaux-sur-Risle,27096,Les Bottereaux
38441,Saint-Pierre-de-Chandieu,69289,Saint-Pierre-de-Chandieu
39433,Poisoux,39209,Val-d'Épy
47095,Fauillet,47095,Fauillet
49239,Le Pin-en-Mauges,49023,Beaupréau-en-Mauges
50223,Guéhébert,50419,Quettreville-sur-Sienne
50307,Le Mesnil-Bonant,50197,Gavray
50385,Omonville-la-Petite,50041,La Hague
50630,Vessey,50410,Pontorson
51664,Gernicourt,51171,Cormicy
52049,Biernes,52140,Colombey-les-Deux-Églises
52471,Seuchey,52464,Saulles
61223,Larchamp,61486,Tinchebray-Bocage
61245,Maison-Maugis,61050,Cour-Maugis sur Huisne
64076,Audéjos,64300,Lacq
65030,Arrayou,65247,Arrayou-Lahitte
67219,Imbsheim,67061,Bouxwiller
73060,Celliers,73187,La Léchère
75002,Antony,92002,Antony
75026,Courbevoie,92026,Courbevoie
78078,Boissy-l'Aillerie,95078,Boissy-l'Aillerie
78191,Crosne,91191,Crosne
78663,Villecresnes,94075,Villecresnes
80612,Orival,80443,Hornoy-le-Bourg
02695,Saint-Thibaut,02054,Bazoches-et-Saint-Thibaut
04185,Saint-Jurson,04046,Le Chaffaut-Saint-Jurson
10322,Romaines,10314,Ramerupt
14129,Campeaux,14061,Souleuvre en Bocage
14666,Sannerville,14666,Sannerville
15003,Ally,15003,Ally
16004,Aignes-et-Puypéroux,16230,Montmoreau
20056,Campo,2A056,Campo
20094,Corrano,2A094,Corrano
20322,Tasso,2A322,Tasso
41183,Prénouvellon,41173,Beauce la Romaine
41240,Seillac,41055,Valloire-sur-Cisse
45057,Labrosse,45191,Le Malesherbois
48023,Belvezet,48027,Mont Lozère et Goulet
48180,Saint-Rome-de-Dolan,48094,Massegros Causses Gorges
55441,Rosières-en-Blois,55148,Delouze-Rosières
55540,Vaux-lès-Palameix,55540,Vaux-lès-Palameix
58100,Dompierre-sur-Héry,58026,Beaulieu
61110,La Cochère,61474,Gouffern en Auge
61334,Pont-Écrepin,61339,Putanges-Pont-Écrepin
61403,Saint-Hilaire-la-Gérard,61294,Mortrée
70330,Mandrevillars,70330,Mandrevillars
72140,Gastines-sur-Erve,72264,Sablé-sur-Sarthe
73148,Longefoy,73006,Aime
73287,Sollières-Sardières,73290,Val-Cenis
78691,Yerres,91691,Yerres
79288,Saint-Pierre-à-Champ,79063,Cersay
79353,Vitré,79030,Beaussais-Vitré
14292,Friardel,14740,La Vespière-Friardel
16351,Saint-Simeux,16233,Mosnac-Saint-Simeux
20089,Ciamannacce,2A089,Ciamannacce
20143,Linguizzetta,2B143,Linguizzetta
20166,Monte,2B166,Monte
20190,Olmi-Cappella,2B190,Olmi-Cappella
20263,Rospigliani,2B263,Rospigliani
21507,Premières,21183,Collonges-et-Premières
22382,Trigavou,22190,Pleslin-Trigavou
25080,Boujeons,25486,Remoray-Boujeons
25592,Vaux-et-Chantegrue-Malpas,25592,Vaux-et-Chantegrue
33430,Saint-Léger-de-Vignague,33506,Sauveterre-de-Guyenne
35083,Coglès,35191,Les Portes du Coglais
39516,Sièges,39579,Viry
42080,La Cula,42225,Genilac
47259,Saint-Maurice-de-Lestapel,47259,Saint-Maurice-de-Lestapel
49280,Saint-Georges-du-Bois,49138,Les Bois d'Anjou
50066,Jullouville,50066,Jullouville
50583,Sourdeval-les-Bois,50197,Gavray-sur-Sienne
52145,Coublanc,52145,Coublanc
55209,Gibercy,55145,Damvillers
57170,Dédeling,57133,Château-Voué
57173,Desseling,57173,Desseling
61155,L'Épinay-le-Comte,61324,Passais Villages
61377,Saint-Cornier-des-Landes,61486,Tinchebray-Bocage
67042,Birlenbach,67104,Drachenbronn-Birlenbach
73305,Valezan,73150,La Plagne Tarentaise
74237,Saint-Gingolph,74237,Saint-Gingolph
75010,Bondy,93010,Bondy
75061,Le Pré-Saint-Gervais,93061,Le Pré-Saint-Gervais
78058,Bernes-sur-Oise,95058,Bernes-sur-Oise
78134,Champagne-sur-Oise,95134,Champagne-sur-Oise
78511,Pussay,91511,Pussay
88034,Ban-sur-Meurthe,88106,Ban-sur-Meurthe-Clefcy
89114,Commissey,89407,Tanlay
89192,Grandchamp,89086,Charny Orée de Puisaye
90026,Chèvremont-Fontenelle,90026,Chèvremont
91143,Châteaufort,78143,Châteaufort
04003,Albiosc,04081,Esparron-de-Verdon
04190,Saint-Martin-les-Eaux,04190,Saint-Martin-les-Eaux
12302,Villevayre,12167,Najac
14387,Magny-le-Freule,14431,Mézidon Vallée d'Auge
14429,Meulles,14371,Livarot-Pays-d'Auge
16296,Saint-Amant-de-Bonnieure,16300,Val-de-Bonnieure
16367,Sérignac,16073,Chalais
20168,Monticello,2B168,Monticello
20271,Sarrola-Carcopino,2A271,Sarrola-Carcopino
20279,Serriera,2A279,Serriera
20293,Sant'Andréa-di-Cotone,2B293,Sant'Andréa-di-Cotone
20335,Valle-di-Campoloro,2B335,Valle-di-Campoloro
24315,Paleyrac,24068,Le Buisson-de-Cadouin
25206,Droitfontaine,25051,Belleherbe
27150,La Chapelle-Réanville,27554,La Chapelle-Longueville
27648,Tostes,27412,Terres de Bord
28131,Dommerville,91016,Angerville
37120,Ingrandes-de-Touraine,37232,Coteaux-sur-Loire
40241,Richet,40227,Pissos
45007,Arrabloy,45155,Gien
49152,Gohier,49029,Blaison-Gohier
50075,Brectouville,50601,Torigny-les-Villes
50123,La Chapelle-en-Juger,50239,Thèreval
50212,Gourbesville,50400,Picauville
50465,Saint-Ébremond-de-Bonfossé,50095,Canisy
55233,Hattonchâtel,55551,Vigneulles-lès-Hattonchâtel
55337,Mesnil-sous-les-Côtes,55060,Bonzée
64163,Camou-Mixe-Suhast,64010,Aïcirits
67419,Rumersheim,67034,Berstett
67431,Salenthal,67004,Sommerau
68369,Wihr-en-Plaine,68145,Horbourg-Wihr
75006,Bagnolet,93006,Bagnolet
77064,La Celle-sur-Seine,77494,Vernou-la-Celle-sur-Seine
78425,Montlhéry,91425,Montlhéry
78503,Port-Villez,78320,Notre-Dame-de-la-Mer
78579,Saint-Vrain,91579,Saint-Vrain
79221,Prissé,79078,Prissé-la-Charrière
04112,Manosque,04112,Manosque
14463,Neuilly-le-Malherbe,14721,Vacognes-Neuilly
16266,Pougné,16242,Nanteuil-en-Vallée
20219,Piedicroce,2B219,Piedicroce
21174,Cirey,21461,Nolay
22159,Notre-Dame-du-Guildo,22282,Saint-Cast-le-Guildo
26132,La Fare,26199,Montferrand-la-Fare
27084,Bosc-Bénard-Commin,27105,Grand Bourgtheroulde
27292,Gouttières,27049,Mesnil-en-Ouche
28017,Autheuil,28103,Cloyes-les-Trois-Rivières
28097,Chêne-Chenu,28393,Tremblay-les-Villages
31483,Saint-Gaudens,31483,Saint-Gaudens
33286,Monbadon,33342,Puisseguin
38367,Saint-Bernard,38395,Plateau-des-Petites-Roches
39213,Esserval-Combe,39329,Mièges
48102,Montjézieu,48034,La Canourgue
49016,Bagneux,49328,Saumur
49081,Châtelais,49331,Segré-en-Anjou Bleu
50007,Ancteville,50550,Saint-Sauveur-Villages
53014,Azé,53062,Château-Gontier-sur-Mayenne
53171,Orgères-la-Roche,53133,Lignières-Orgères
55319,Marbotte,55012,Apremont-la-Forêt
61296,Moulicent,61230,Longny les Villages
61380,Saint-Denis-de-Villenette,61211,Juvigny Val d'Andaine
71083,Champlieu,71193,Étrigny
72055,Champaissant,72276,Saint-Cosme-en-Vairais
73003,Aigueblanche,73003,Aigueblanche
75041,Ivry-sur-Seine,94041,Ivry-sur-Seine
75067,Saint-Mandé,94067,Saint-Mandé
78014,Andilly,95014,Andilly
78098,Boutervilliers,91098,Boutervilliers
78150,Chaussy,95150,Chaussy
78151,Chauvry,95151,Chauvry
78331,Lassy,95331,Lassy
78477,Palaiseau,91477,Palaiseau
78635,Vauhallan,91635,Vauhallan
78678,Villiers-Adam,95678,Villiers-Adam
79232,La Ronde,79123,La Forêt-sur-Sèvre
89178,Fontenouilles,89086,Charny Orée de Puisaye
89220,Lavau,89220,Lavau
89243,Marchais-Beton,89086,Charny Orée de Puisaye
89252,Merry-Sec,89252,Merry-Sec
01324,Rignat,01245,Bohas-Meyriat-Rignat
01394,Sathonay-Camp,69292,Sathonay-Camp
14749,Vieux-Fumé,14431,Mézidon Vallée d'Auge
20302,San-Giovanni-di-Moriani,2B302,San-Giovanni-di-Moriani
27088,Bosc-Renoult-en-Ouche,27049,Mesnil-en-Ouche
30190,Notre-Dame-de-la-Rouvière,30339,Val-d'Aigoual
35147,Lanhélin,35308,Mesnil-Roc'h
39347,Montagna-le-Templier,39273,Montlainsia
39484,Saint-Jean-d'Étreux,39378,Les Trois-Châteaux
48196,Le Villard,48039,Chanac
49122,Dénezé-sous-le-Lude,49228,Noyant-Villages
49297,Saint-Laurent-du-Mottay,49244,Mauges-sur-Loire
50254,Husson,50591,Le Teilleul
50301,Le Mesnil-Amand,50197,Gavray-sur-Sienne
50339,Montchaton,50388,Orval sur Sienne
50632,Vezins,50256,Isigny-le-Buat
52041,Beaucharmoy,52400,Le Châtelet-sur-Meuse
52081,Buchey,52426,Rizaucourt-Buchey
52404,Pratz,52140,Colombey-les-Deux-Églises
55395,Osches,55395,Osches
56192,Remungol,56144,Évellys
60349,Lardières,60395,Méru
67163,Gougenheim,67163,Gougenheim
67558,Zinswiller,67558,Zinswiller
69129,Marnand,69248,Thizy-les-Bourgs
72082,Le Chevain,72308,Saint-Paterne - Le Chevain
73239,Saint-Girod,73010,Entrelacs
75024,Clichy,92024,Clichy
75055,Pantin,93055,Pantin
76031,Auberville-la-Campagne,76476,Port-Jérôme-sur-Seine
77499,Vilbert,77031,Bernay-Vilbert
78211,Ennery,95211,Ennery
78225,Étiolles,91225,Étiolles
78226,Étréchy,91226,Étréchy
78247,La Forêt-le-Roi,91247,La Forêt-le-Roi
78333,Leuville-sur-Orge,91333,Leuville-sur-Orge
78341,Livilliers,95341,Livilliers
78373,Marnes-la-Coquette,92047,Marnes-la-Coquette
78568,Saint-Maurice-Montcouronne,91568,Saint-Maurice-Montcouronne
79169,Maulais,79196,Plaine-et-Vallées
80389,Grécourt,80442,Hombleux
89341,Saint-Cyr-les-Colons,89341,Saint-Cyr-les-Colons
12003,Les Albres,12003,Les Albres
14351,La Lande-Vaumont,14762,Vire Normandie
16063,Brie-sous-Chalais,16063,Brie-sous-Chalais
20199,Palasca,2B199,Palasca
21551,Saint-Germain-Source-Seine,21084,Source-Seine
24099,Champeaux-et-la-Chapelle-Pommier,24253,Mareuil en Périgord
25169,Courcelles-lès-Châtillon,25138,Les Terres-de-Chaux
27443,Notre-Dame-du-Vaudreuil,27528,Le Vaudreuil
28011,Armenonville-les-Gâtineaux,28023,Bailleau-Armenonville
38096,Chavagneux-Montbertand,38085,Charvieu-Chavagneux
38168,La Folatière,38315,Le Pont-de-Beauvoisin
38306,Pinsot,38163,Le Haut-Bréda
49263,Roussay,49301,Sèvremoine
49293,Saint-Lambert-des-Levées,49328,Saumur
50242,Herqueville,50041,La Hague
51408,Nuisement-aux-Bois,51277,Sainte-Marie-du-Lac-Nuisement
52176,Donnemarie,52353,Nogent
52493,Tornay,52493,Tornay
57285,Halling-lès-Boulay,57097,Boulay-Moselle
59355,Lomme,59350,Lille
69251,Trades,69135,Deux-Grosnes
73062,Cessens,73010,Entrelacs
75021,Chevilly-Larue,94021,Chevilly-Larue
75069,Saint-Maurice,94069,Saint-Maurice
78025,Arthieul,95355,Magny-en-Vexin
78056,Belloy-en-France,95056,Belloy-en-France
78181,Courcelles-sur-Viosne,95181,Courcelles-sur-Viosne
78294,Guillerval,91294,Guillerval
78554,Saint-Gervais,95554,Saint-Gervais
80075,Becquincourt,80247,Dompierre-Becquincourt
89047,Bligny-en-Othe,89055,Brienon-sur-Armançon
95259,Gadancourt,95040,Avernes
12040,Buzeins,12270,Sévérac d'Aveyron
14149,Cesny-aux-Vignes-Ouézy,14149,Cesny-aux-Vignes
14392,Maisy,14312,Grandcamp-Maisy
16021,Aubeville,16175,Val des Vignes
16314,Saint-Eutrope,16230,Montmoreau
17392,Saint-Romain-sur-Gironde,17160,Floirac
19206,Saint-Germain-Lavolps,19206,Saint-Germain-Lavolps
20067,Carpineto,2B067,Carpineto
20173,Muro,2B173,Muro
20334,Valle-d'Alesani,2B334,Valle-d'Alesani
20361,Zilia,2B361,Zilia
22007,Binic,22055,Binic-Étables-sur-Mer
35344,Tressé,35308,Mesnil-Roc'h
39064,Bonnaud,39576,Val-Sonnette
41227,Saint-Quentin-lès-Troo,41149,Montoire-sur-le-Loir
44093,Maumusson,44180,Vallons-de-l'Erdre
47093,Fargues-sur-Ourbise,47093,Fargues-sur-Ourbise
49014,Aviré,49331,Segré-en-Anjou Bleu
49105,Contigné,49080,Les Hauts-d'Anjou
49281,Saint-Georges-des-Gardes,49092,Chemillé-en-Anjou
50346,Montigny,50256,Isigny-le-Buat
51411,Oger,51612,Blancs-Coteaux
52112,Charmoy,52197,Fayl-la-Forêt
52280,Lecey,52280,Lecey
52359,Nully-Trémilly,52359,Nully
52523,Vignes-la-Côte,52523,Vignes-la-Côte
55006,Amblaincourt,55040,Beausite
55245,Madine,55245,Heudicourt-sous-les-Côtes
57005,Achâtel,57605,Sailly-Achâtel
64248,Gouze,64396,Mont
73185,Naves,73187,La Léchère
75017,Champigny-sur-Marne,94017,Champigny-sur-Marne
75036,Gennevilliers,92036,Gennevilliers
76676,Sigy-en-Bray,76676,Sigy-en-Bray
77160,Dontilly,77159,Donnemarie-Dontilly
78121,Buno-Bonnevaux,91121,Buno-Bonnevaux
78177,Cormeilles-en-Vexin,95177,Cormeilles-en-Vexin
78260,Gagny,93032,Gagny
79051,Le Breuil-Bernard,79179,Moncoutant-sur-Sèvre
80715,Sainte-Radegonde,80620,Péronne
